itemId,name,goldBase,goldTotal,purchasable,description,stats
1039,Hailblade,350,350,False,"<mainText><stats></stats><br><br><passive>7%</passive> Omnivamp against jungle monsters<br><li><passive>Sear:</passive> Damaging jungle monsters burns them for <magicDamage> magic damage</magicDamage> over 5 seconds.<li><passive>Chilling Path:</passive> Smiting 5 times <status>consumes</status> this item and upgrades your Smite to <attention>Chilling Smite</attention>, increasing its damage to monsters to <trueDamage>900</trueDamage> and damage to minions to <trueDamage>500 +10% target max Health</trueDamage>. Chilling Smite deals <trueDamage> true damage</trueDamage> to champions and steals <speed>20% of their Move Speed</speed> for 2 seconds.<li><passive>Huntsman:</passive> Killing large jungle monsters grants bonus experience.<li><passive>Recoup:</passive> Regen up to <scaleMana> Mana</scaleMana> (based on missing mana) per second when in the jungle or river. <br><br><rules><status>Consuming</status> this item grants all item effects permanently and increases Smite damage to monsters. If you have gained more gold from minions than jungle monsters, gold and experience from minions is heavily reduced. Healing is not reduced on AoE attacks. If two levels behind the average champion level of the game, monster kills grant bonus experience. </rules></mainText>",{}
1040,Obsidian Edge,350,350,True,"<mainText><stats></stats><br><br><passive>8%</passive> Omnivamp against jungle monsters<br><li><passive>Sear:</passive> Damaging jungle monsters burns them for <magicDamage> magic damage</magicDamage> over 5 seconds.<li><passive>Auto Path:</passive> Smiting 5 times <status>consumes</status> this item and upgrades your Attack-Smite, increasing its damage to monsters to <trueDamage>900</trueDamage>.<li><passive>Huntsman:</passive> Killing large jungle monsters grants bonus experience.<li><passive>Recoup:</passive> Regen up to <scaleMana> Mana</scaleMana> (based on missing mana) per second when in the jungle or river. <br><br><rules><status>Consuming</status> this item grants all item effects permanently and increases Smite damage to monsters. If you have gained more gold from minions than jungle monsters, gold and experience from minions is heavily reduced. Healing is not reduced on AoE attacks. If two levels behind the average champion level of the game, monster kills grant bonus experience. </rules></mainText>",{}
1042,Dagger,250,250,True,<mainText><stats><attention>10%</attention> Attack Speed</stats><br><br></mainText>,{'PercentAttackSpeedMod': 0.1}
1043,Recurve Bow,450,700,True,<mainText><stats><attention>15%</attention> Attack Speed</stats><br><br><passive>Sting</passive><br>Attacks deal <physicalDamage>15 bonus physical damage</physicalDamage> <OnHit>On-Hit</OnHit>.</mainText>,{'PercentAttackSpeedMod': 0.15}
1052,Amplifying Tome,400,400,True,<mainText><stats><attention>20</attention> Ability Power</stats><br><br></mainText>,{'FlatMagicDamageMod': 20}
1053,Vampiric Scepter,550,900,True,<mainText><stats><attention>15</attention> Attack Damage<br><attention>7%</attention> Life Steal</stats><br><br></mainText>,"{'FlatPhysicalDamageMod': 15, 'PercentLifeStealMod': 0.07}"
1054,Doran's Shield,450,450,True,"<mainText><stats><attention>110</attention> Health</stats><br><br><passive>Enduring Focus</passive><br>Restore <healing>4 Health</healing> every 5 seconds. <br>After taking damage from a champion, restore <healing>Health</healing> over 8 seconds.<br><br><passive>Helping Hand</passive><br>Attacks deal <physicalDamage>5 bonus physical damage</physicalDamage> to minions.</mainText>","{'FlatHPPoolMod': 110, 'FlatHPRegenMod': 0.8}"
1055,Doran's Blade,450,450,True,<mainText><stats><attention>10</attention> Attack Damage<br><attention>80</attention> Health<br><attention>3%</attention> Life Steal</stats><br><br></mainText>,"{'FlatHPPoolMod': 80, 'FlatPhysicalDamageMod': 10, 'PercentLifeStealMod': 0.03}"
1056,Doran's Ring,400,400,True,"<mainText><stats><attention>18</attention> Ability Power<br><attention>90</attention> Health</stats><br><br><passive>Restoration</passive><br>Restore <scaleMana>1.25 Mana</scaleMana> every second. If you can't gain Mana, restore <scaleHealth>0.55 Health</scaleHealth> instead.<br><br><passive>Helping Hand</passive><br>Attacks deal <physicalDamage>5 bonus physical damage</physicalDamage> to minions.</mainText>","{'FlatHPPoolMod': 90, 'FlatMagicDamageMod': 18}"
1057,Negatron Cloak,450,850,True,<mainText><stats><attention>45</attention> Magic Resist</stats><br><br></mainText>,{'FlatSpellBlockMod': 45}
1058,Needlessly Large Rod,1200,1200,True,<mainText><stats><attention>65</attention> Ability Power</stats><br><br></mainText>,{'FlatMagicDamageMod': 65}
1082,Dark Seal,350,350,True,"<mainText><stats><attention>15</attention> Ability Power<br><attention>50</attention> Health</stats><br><br><passive>Glory</passive><br><keyword>Takedowns</keyword> grant <passive>Glory</passive>, up to 10. 5 <passive>Glory</passive> is lost on death.<br>Gain <scaleAP>4 Ability Power</scaleAP> per <passive>Glory</passive>.</mainText>","{'FlatHPPoolMod': 50, 'FlatMagicDamageMod': 15}"
1083,Cull,450,450,True,"<mainText><stats><attention>7</attention> Attack Damage</stats><br><br><passive>Reap</passive><br>Restore <healing>3 Health</healing> <OnHit>On-Hit</OnHit>.<br>Killing minions grants <gold>1 gold</gold>, up to <gold>100</gold>. Reaching the limit grants another <gold>350 gold</gold>.<br></mainText>",{'FlatPhysicalDamageMod': 7}
1101,Scorchclaw Pup,450,450,True,"<mainText><stats></stats><br><br><passive>Jungle Companions</passive><br>Summon a <font color='#DD2E2E'>Scorchclaw</font> that assists you against monsters.<br><br><passive>Scorchclaw's Slash</passive><br>The companion grows as you hunt monsters, empowering your <spellName>Smite</spellName>. When fully grown, it periodically imbues your next Attack or Ability to burn enemies and <status>Slow</status> them. Killing large monsters readies this immediately.</mainText>",{}
1102,Gustwalker Hatchling,450,450,True,"<mainText><stats></stats><br><br><passive>Jungle Companions</passive><br>Summon a <font color='#38A8E8'>Gustwalker</font> that assists you against monsters.<br><br><passive>Gustwalker's Gait</passive><br>The companion grows as you hunt monsters, empowering your <spellName>Smite</spellName>. When fully grown, it grants <speed>Move Speed</speed> upon entering brush, increased when killing large monsters.</mainText>",{}
1103,Mosstomper Seedling,450,450,True,"<mainText><stats></stats><br><br><passive>Jungle Companions</passive><br>Summon a <font color='#1CA935'>Mosstomper</font> that assists you against monsters.<br><br><passive>Mosstomper's Courage</passive><br>The companion grows as you hunt monsters, empowering your <spellName>Smite</spellName>. When fully grown, it grants a <shield>shield</shield> that regenerates after killing large monsters or out of combat.</mainText>",{}
1104,Eye of the Herald,0,0,False,"<mainText><stats></stats><br><br><br><br><active>Active - Consume:</active> Crush the Eye of the Herald, begining the ritual to summon Rift Herald. You may click the Rift Herald after it has summoned to control how it charges. This control effect can be done once when it is summoned, and once each time a nearby enemy structure dies.</mainText>",{}
1105,Mosstomper Seedling,450,450,True,"<mainText><stats></stats><br><br><passive>Jungle Companions</passive><br>Summon a <font color='#1CA935'>Mosstomper</font> that assists you against monsters.<br><br><passive>Mosstomper's Courage</passive><br>The companion grows as you hunt monsters, empowering your <spellName>Smite</spellName>. When fully grown, it grants a <shield>shield</shield> that regenerates after killing large monsters or out of combat.</mainText>",{}
1106,Gustwalker Hatchling,450,450,True,"<mainText><stats></stats><br><br><passive>Jungle Companions</passive><br>Summon a <font color='#38A8E8'>Gustwalker</font> that assists you against monsters.<br><br><passive>Gustwalker's Gait</passive><br>The companion grows as you hunt monsters, empowering your <spellName>Smite</spellName>. When fully grown, it grants <speed>Move Speed</speed> upon entering brush, increased when killing large monsters.</mainText>",{}
1107,Scorchclaw Pup,450,450,True,"<mainText><stats></stats><br><br><passive>Jungle Companions</passive><br>Summon a <font color='#DD2E2E'>Scorchclaw</font> that assists you against monsters.<br><br><passive>Scorchclaw's Slash</passive><br>The companion grows as you hunt monsters, empowering your <spellName>Smite</spellName>. When fully grown, it periodically imbues your next Attack or Ability to burn enemies and <status>Slow</status> them. Killing large monsters readies this immediately.</mainText>",{}
126697,Hubris,900,2950,True,<mainText><stats><attention>60</attention> Attack Damage<br><attention>18</attention> Lethality<br><attention>15</attention> Ability Haste</stats><br><br><passive>Eminence</passive><br>Gain temporary AD based on champion kills on kill.</mainText>,{'FlatPhysicalDamageMod': 60}
1500,Penetrating Bullets,0,0,False,,{}
1501,Fortification,0,0,False,<mainText><stats></stats><br><br></mainText>,{}
1502,Reinforced Armor,0,0,False,"<mainText><stats></stats><br><br><mainText><unique>Reinforced:</unique> Reduces incoming damage by 80%, including True Damage, when no enemy Lane Minions or Rift Herald are nearby.</mainText></mainText>",{}
1503,Warden's Eye,0,0,False,,{}
1504,Vanguard,0,0,False,,{}
1506,Reinforced Armor,0,0,False,"<mainText><stats></stats><br><br><mainText><unique>Reinforced:</unique> Reduces incoming damage by 66%, including True Damage, when no enemy Lane Minions or Rift Herald are nearby.<br><unique>Regeneration: </unique>Base turrets have health regeneration, but cannot regenerate past their current segment. Base turrets are segmented at 33%, 66% and 100% health.</mainText></mainText>",{}
1507,Overcharged,0,0,False,,{}
1508,Anti-tower Socks,0,0,False,,{}
1509,Gusto,0,0,False,,{}
1510,Phreakish Gusto,0,0,False,,{}
1511,Super Mech Armor,0,0,False,,{}
1512,Super Mech Power Field,0,0,False,,{}
1515,Turret Plating,0,0,False,,{}
1516,Structure Bounty,0,0,False,,{}
1517,Structure Bounty,0,0,False,,{}
1518,Structure Bounty,0,0,False,,{}
1519,Structure Bounty,0,0,False,,{}
1520,OvererchargedHA,0,0,False,,{}
1521,Fortification,0,0,False,,{}
1522,Tower Power-Up,0,0,False,,{}
1523,Overcharged,0,0,False,,{}
2003,Health Potion,50,50,True,<mainText><stats></stats><br><br><active>Consume</active><br>Restores <healing>120 Health</healing> over 15 seconds.</mainText>,{}
2010,Total Biscuit of Everlasting Will,50,50,False,"<mainText><stats></stats><br><br><active>Active - Consume:</active> Eat the biscuit to restore <healing>Health</healing> over 5 seconds, increased based on missing health. Consuming or selling a biscuit permanently grants <healing>30 maximum Health</healing>. </mainText>",{}
2015,Kircheis Shard,350,700,False,<mainText><stats><attention>15</attention> Attack Damage</stats><br><br><passive>Jolt</passive><br><keyword>Energized Attacks</keyword> deal an additional <magicDamage>50 magic damage</magicDamage>.</mainText>,{'FlatPhysicalDamageMod': 15}
2019,Steel Sigil,150,1100,True,<mainText><stats><attention>15</attention> Attack Damage<br><attention>30</attention> Armor</stats><br><br></mainText>,"{'FlatArmorMod': 30, 'FlatPhysicalDamageMod': 15}"
2020,The Brutalizer,212,1337,True,<mainText><stats><attention>25</attention> Attack Damage<br><attention>10</attention> Ability Haste<br><attention>5</attention> Lethality</stats><br><br></mainText>,{'FlatPhysicalDamageMod': 25}
2021,Tunneler,400,1150,True,<mainText><stats><attention>15</attention> Attack Damage<br><attention>250</attention> Health</stats><br><br></mainText>,"{'FlatHPPoolMod': 250, 'FlatPhysicalDamageMod': 15}"
2022,Glowing Mote,250,250,True,<mainText><stats><attention>5</attention> Ability Haste</stats><br><br></mainText>,{}
2031,Refillable Potion,150,150,True,<mainText><stats></stats><br><br><active>Active</active> (2 charges)<br>Restores <healing>100 Health</healing> over 12 seconds. <br>Refills upon visiting the shop.</mainText>,{}
2033,Corrupting Potion,350,500,False,"<mainText><stats></stats><br><br><active>Active - Consume:</active> Consumes a charge to restore <healing>100 Health</healing> and <scaleMana>75 Mana</scaleMana> over 12 seconds. During this time, damaging Abilities and Attacks burn enemy champions for <magicDamage>15 (20 if you cannot gain Mana) magic damage</magicDamage> over 3 seconds. Holds up to 3 charges and refills upon visiting the shop.<br><br><rules>Corrupting damage is reduced to 50% when triggered by area of effect or periodic damage.</rules></mainText>",{}
2049,Guardian's Amulet,500,500,True,"<mainText><stats><attention>15%</attention> Heal and Shield Power<br><attention>20</attention> Ability Power<br><attention>20</attention> Ability Haste</stats><br><br><passive>Recovery</passive><br>Restores <scaleMana>10 Mana</scaleMana> every 5 seconds. If you can't gain mana, restores <healing>3 Health</healing> instead.</mainText>",{'FlatMagicDamageMod': 20}
2050,Guardian's Shroud,500,500,True,<mainText><stats><attention>300</attention> Health<br><attention>35</attention> Ability Power<br><attention>15</attention> Ability Haste</stats><br><br></mainText>,"{'FlatHPPoolMod': 300, 'FlatMagicDamageMod': 35}"
2051,Guardian's Horn,950,950,True,<mainText><stats><attention>150</attention> Health</stats><br><br><br><li><passive>Recovery:</passive> Restores <healing>20 Health</healing> every 5 seconds.<li><passive>Undaunted:</passive> Blocks 15 damage from attacks and spells from champions (25% effectiveness vs. damage over time abilities).<br></mainText>,"{'FlatHPPoolMod': 150, 'FlatHPRegenMod': 4}"
2052,Poro-Snax,0,0,False,"<mainText><stats></stats><br><br><active>Active - Consume:</active> Serves a scrumptious scoop to a nearby Poro, causing it to grow in size.<br><br><flavorText>This savory blend of free-range, grass-fed Avarosan game hens and organic, non-ZMO Freljordian herbs contains the essential nutrients necessary to keep your Poro purring with pleasure.<br><br>All proceeds will be donated towards fighting Noxian animal cruelty. </flavorText></mainText>",{}
2055,Control Ward,75,75,True,"<mainText><stats></stats><br><br><active>Consume</active><br>Places a Control Ward that grants vision and reveals enemy Stealth Wards, traps and <keywordStealth>Camouflaged</keywordStealth> enemies.</mainText>",{}
2056,Stealth Ward,40,40,False,"<mainText><stats></stats><br><br><active>Active - Consume:</active> Places a Stealth Ward on the ground that lasts 60 seconds, is <keywordStealth>Invisible</keywordStealth> to enemies but grants your team vision of the surrounding area. </mainText>",{}
2065,Shurelya's Battlesong,400,2200,True,<mainText><stats><attention>50</attention> Ability Power<br><attention>15</attention> Ability Haste<br><attention>4%</attention> Move Speed<br><attention>125%</attention> Base Mana Regen</stats><br><br><active>Inspiring Speech</active><br>Grant nearby allies <speed>30% Move Speed</speed> for 4 seconds.</mainText>,"{'FlatMagicDamageMod': 50, 'PercentMovementSpeedMod': 0.04}"
2138,Elixir of Iron,500,500,True,"<mainText><stats></stats><br><br><active>Consume</active><br>Grants <scaleHealth>300 Health</scaleHealth>, 25% Tenacity and increased size for 3 minutes. While active, you leave a path behind that boosts allied champions' <speed>Move Speed by 15%</speed>.</mainText>",{}
2139,Elixir of Sorcery,500,500,True,"<mainText><stats></stats><br><br><active>Consume</active><br>Grants <scaleAP>50 Ability Power</scaleAP> and <scaleMana>15% Mana Regen</scaleMana> for 3 minutes. While active, damaging a champion or turret deals <trueDamage>25 bonus true damage</trueDamage> (5s against champions).</mainText>",{}
2140,Elixir of Wrath,500,500,True,<mainText><stats></stats><br><br><active>Consume</active><br>Grants <scaleAD>30 Attack Damage</scaleAD> and <lifeSteal>12% Physical Vamp</lifeSteal> against champions for 3 minutes.</mainText>,{}
2141,Cappa Juice,300,300,True,<mainText><stats></stats><br><br><rules>Helps you get on a head.</rules><active>Active - Consume:</active> This juice does nothing.<br></mainText>,{}
2142,Juice of Power,500,500,True,"<mainText><stats></stats><br><br><br><br><rules>Juices do not stack with themselves, but you can have multiple different ones active.</rules><active>Active - Consume:</active> Automatically activates on Combat Start. Drink to gain <scaleAP>30+ 10% bonus Ability Power</scaleAP> or <scaleAD>18+ 10% bonus Attack Damage</scaleAD> for the next round.<br><br><flavorText>Made with 100% real cherries. Warning: May cause imbiber to deal tons of damage.</flavorText></mainText>",{}
2143,Juice of Vitality,500,500,True,"<mainText><stats></stats><br><br><br><br><rules>Juices do not stack with themselves, but you can have multiple different ones active.</rules><active>Active - Consume:</active> Automatically activates on Combat Start. Drink to gain <healing>300+ 10% Health</healing> for the next round.<br><br><flavorText>Our specially formulated veggie blend is proven to harden your skin to resist even the strongest attacks!</flavorText></mainText>",{}
2144,Juice of Haste,500,500,True,"<mainText><stats></stats><br><br><br><br><rules>Juices do not stack with themselves, but you can have multiple different ones active.</rules><active>Active - Consume:</active> Automatically activates on Combat Start. Drink to gain <speed>20+ 15% Ability Haste</speed> for the next round.<br><br><flavorText>For people who gotta go FAST. Made with lightning. REAL lightning!</flavorText></mainText>",{}
2145,Lucky Dice,0,0,False,<mainText><stats></stats><br><br><active>Active - Consume:</active> Roll to gain 1 additional reroll.<br><br><flavorText>For when skill isn't enough.</flavorText></mainText>,{}
2146,Enhanced Lucky Dice,0,0,False,<mainText><stats></stats><br><br><active>Active - Consume:</active> Roll to gain 5 additional rerolls.<br><br><flavorText>For when skill isn't enough.</flavorText></mainText>,{}
2150,Elixir of Skill,0,0,False,<mainText><stats></stats><br><br><active>Consume</active><br>Grants 1 Skill Point.<br><br><rules>This item does not increase your level or allow allocating skill points past the normal maximum in a skill</rules></mainText>,{}
2151,Elixir of Avarice,50,50,False,"<mainText><stats></stats><br><br><active>Consume</active><br>Grants <trueDamage>5 true damage</trueDamage> on hit against minions for 60 seconds. When this effect expires, gain 40 gold. </mainText>",{}
2152,Elixir of Force,50,50,False,<mainText><stats></stats><br><br><active>Consume</active><br>Grants 20 Adaptive Force for 60 seconds. </mainText>,{}
2161,Bandle Juice of Power,1000,1000,True,<mainText><stats></stats><br><br>Drink to permanently gain <scaleAP>20+ 3% bonus Ability Power</scaleAP> or <scaleAD>12+ 3% bonus Attack Damage</scaleAD>. And a hat!<br><br><flavorText>Made with 100% real cherries. Warning: May cause imbiber to deal tons of damage.</flavorText></mainText>,{}
2162,Bandle Juice of Vitality,1000,1000,True,<mainText><stats></stats><br><br>Drink to permanently gain <healing>200+ 3% Health</healing>. And a hat!<br><br><flavorText>Our specially formulated veggie blend is proven to harden your skin to resist even the strongest attacks!</flavorText></mainText>,{}
2163,Bandle Juice of Haste,1000,1000,True,<mainText><stats></stats><br><br>Drink to permanently gain <speed>10+ 5% Ability Haste</speed>. And a hat!<br><br><flavorText>For people who gotta go FAST. Made with lightning. REAL lightning!</flavorText></mainText>,{}
220000,Stat Bonus,750,750,True,<mainText><stats></stats><br><br><active>Active - Consume:</active> Automatically open a semi-random selection for a permanent stat bonus.</mainText>,{}
220001,Legendary Fighter Item,2000,2000,True,<mainText><stats></stats><br><br><active>Active - Consume:</active> Automatically open a semi-random selection for a Legendary Fighter item.</mainText>,{}
220002,Legendary Marksman Item,2000,2000,True,<mainText><stats></stats><br><br><active>Active - Consume:</active> Automatically open a semi-random selection for a Legendary Marksman item.</mainText>,{}
220003,Legendary Assassin Item,2000,2000,True,<mainText><stats></stats><br><br><active>Active - Consume:</active> Automatically open a semi-random selection for a Legendary Assassin item.</mainText>,{}
220004,Legendary Mage Item,2000,2000,True,<mainText><stats></stats><br><br><active>Active - Consume:</active> Automatically open a semi-random selection for a Legendary Mage item.</mainText>,{}
220005,Legendary Tank Item,2000,2000,True,<mainText><stats></stats><br><br><active>Active - Consume:</active> Automatically open a semi-random selection for a Legendary Tank item.</mainText>,{}
220006,Legendary Support Item,2000,2000,True,<mainText><stats></stats><br><br><active>Active - Consume:</active> Automatically open a semi-random selection for a Legendary Support item.</mainText>,{}
220007,Prismatic Item,4000,4000,True,<mainText><stats></stats><br><br><active>Active - Consume:</active> Automatically open a semi-random selection for a Prismatic item.</mainText>,{}
220008,Anvil Voucher,750,750,False,<mainText><stats></stats><br><br>Redeem during a Shopping Phase to gain a Stat Anvil!</mainText>,{}
220009,Gold Stat Anvil Voucher,750,750,False,<mainText><stats></stats><br><br>Redeem during a Shopping Phase to gain a Stat Anvil!</mainText>,{}
220010,Prismatic Stat Voucher,750,750,False,<mainText><stats></stats><br><br>Redeem during a Shopping Phase to gain a Stat Anvil!</mainText>,{}
220011,Bravery Voucher,750,750,False,<mainText><stats></stats><br><br>Redeem during a Shopping Phase to gain a Stat Anvil and 2 bonus rerolls!</mainText>,{}
221011,Giant's Belt,500,500,False,<mainText><stats><attention>300</attention> Health</stats><br><br></mainText>,{'FlatHPPoolMod': 300}
221026,Blasting Wand,500,500,False,<mainText><stats><attention>45</attention> Ability Power</stats><br><br></mainText>,{'FlatMagicDamageMod': 45}
221031,Chain Vest,500,500,False,<mainText><stats><attention>40</attention> Armor</stats><br><br></mainText>,{'FlatArmorMod': 40}
221038,B. F. Sword,1300,1300,True,<mainText><stats><attention>40</attention> Attack Damage</stats><br><br></mainText>,{'FlatPhysicalDamageMod': 40}
221043,Recurve Bow,500,500,False,<mainText><stats><attention>15%</attention> Attack Speed</stats><br><br><passive>Sting</passive><br>Attacks deal <physicalDamage>15 bonus physical damage</physicalDamage> <OnHit>On-Hit</OnHit>.</mainText>,{'PercentAttackSpeedMod': 0.15}
221053,Vampiric Scepter,500,500,False,<mainText><stats><attention>15</attention> Attack Damage<br><attention>7%</attention> Life Steal</stats><br><br></mainText>,"{'FlatPhysicalDamageMod': 15, 'PercentLifeStealMod': 0.07}"
221057,Negatron Cloak,450,450,False,<mainText><stats><attention>30</attention> Magic Resist</stats><br><br></mainText>,{'FlatSpellBlockMod': 30}
221058,Needlessly Large Rod,500,500,False,<mainText><stats><attention>120</attention> Ability Power</stats><br><br></mainText>,{'FlatMagicDamageMod': 120}
222022,Glowing Mote,250,250,False,<mainText><stats><attention>5</attention> Ability Haste</stats><br><br></mainText>,{}
222051,Guardian's Horn,500,500,True,<mainText><stats><attention>300</attention> Health</stats><br><br><passive>Recovery</passive><br>Restores <healing>20 Health</healing> every 5 seconds.<br><br><passive>Undaunted</passive><br>Blocks 12 damage from attacks and spells from champions (25% effectiveness vs. damage over time abilities).</mainText>,"{'FlatHPPoolMod': 300, 'FlatHPRegenMod': 4}"
222065,Shurelya's Battlesong,2500,2500,True,<mainText><stats><attention>55</attention> Ability Power<br><attention>15</attention> Ability Haste<br><attention>6%</attention> Move Speed<br><attention>150%</attention> Base Mana Regen</stats><br><br><active>Inspiring Speech</active><br>Grants nearby allies Move Speed for a few seconds.</mainText>,"{'FlatMagicDamageMod': 55, 'PercentMovementSpeedMod': 0.06}"
222141,Cappa Juice,500,500,True,<mainText><stats></stats><br><br><rules>Helps you get on a head.</rules><active>Active - Consume:</active> This juice does nothing.<br></mainText>,{}
222502,Unending Despair,2500,2500,True,"<mainText><stats><attention>350</attention> Health<br><attention>25</attention> Armor<br><attention>10</attention> Ability Haste<br><attention>25</attention> Magic Resist</stats><br><br><passive>Anguish</passive><br>Every 4 seconds while in combat with champions, deal <magicDamage>magic damage</magicDamage> to nearby enemy champions and <healing>heal for 250%</healing> of the damage dealt.</mainText>","{'FlatSpellBlockMod': 25, 'FlatHPPoolMod': 350, 'FlatArmorMod': 25}"
222503,Blackfire Torch,2500,2500,True,"<mainText><stats><attention>60</attention> Ability Power<br><attention>600</attention> Mana<br><attention>20</attention> Ability Haste</stats><br><br><passive>Baleful Blaze</passive><br>Dealing damage with Abilities causes enemies to burn. This damage increases to Monsters.<br><br><passive>Blackfire</passive><br>For each enemy Champion, Epic Monster, and Large Monster affected by your <passive>Baleful Blaze</passive>, gain <scaleAP>Ability Power</scaleAP>. </mainText>","{'FlatMPPoolMod': 600, 'FlatMagicDamageMod': 60}"
222504,Kaenic Rookern,2500,2500,True,"<mainText><stats><attention>350</attention> Health<br><attention>80</attention> Magic Resist</stats><br><br><passive>Magebane</passive><br>After not taking magic damage for 15 seconds, gain a <shield>magic shield</shield>. </mainText>","{'FlatSpellBlockMod': 80, 'FlatHPPoolMod': 350}"
223001,Evenshroud,2500,2500,False,"<mainText><stats><attention>200</attention> Health<br><attention>30</attention> Armor<br><attention>30</attention> Magic Resist<br><attention>20</attention> Ability Haste</stats><br><br><br><li><passive>Coruscation:</passive> After <status>Immobilizing</status> champions or being <status>Immobilized</status>, cause that target and all nearby enemy champions to take <buffedStat>7% increased damage</buffedStat> for 5 seconds. <br><br><rarityMythic>Mythic Passive:</rarityMythic> Grants all other <rarityLegendary>Legendary</rarityLegendary> items <attention>5 Armor and Magic Resist</attention></mainText>","{'FlatSpellBlockMod': 30, 'FlatHPPoolMod': 200, 'FlatArmorMod': 30}"
223002,Trailblazer,2500,2500,True,"<mainText><stats><attention>300</attention> Health<br><attention>45</attention> Armor<br><attention>6%</attention> Move Speed</stats><br><br><passive>Lead the Way</passive><br>While moving, build up to <speed>20 bonus Move Speed</speed>. <br>At max speed:<li>Create a trail that grants allied champions <speed>Move Speed equal to 15%</speed> of yours. <li>If you are Melee, your next Attack <keyword>Slows</keyword> the target by 50% for 1 second.<br><br></mainText>","{'FlatHPPoolMod': 300, 'FlatArmorMod': 45, 'PercentMovementSpeedMod': 0.06}"
223003,Archangel's Staff,2500,2500,True,"<mainText><stats><attention>55</attention> Ability Power<br><attention>600</attention> Mana<br><attention>25</attention> Ability Haste</stats><br><br><passive>Awe</passive> <br>Gain Ability Power equal to <scaleMana>2% bonus Mana.</scaleMana><br><br><passive>Mana Charge</passive><br><buffedStat>After 2 combat rounds</buffedStat>, this item transforms into <rarityLegendary>Seraph's Embrace</rarityLegendary>.</mainText>","{'FlatMPPoolMod': 600, 'FlatMagicDamageMod': 55}"
223004,Manamune,2500,2500,True,"<mainText><stats><attention>40</attention> Attack Damage<br><attention>600</attention> Mana<br><attention>15</attention> Ability Haste</stats><br><br><passive>Awe</passive><br>Gain bonus <scaleAD>Attack Damage equal to </scaleAD>. <br><br><passive>Mana Charge</passive><br><buffedStat>After 2 combat rounds</buffedStat>, this item transforms into <rarityLegendary>Muramana</rarityLegendary>.</mainText>","{'FlatMPPoolMod': 600, 'FlatPhysicalDamageMod': 40}"
